STATE,ZIPCODE,Number of returns,Adjusted gross income (AGI),Avg AGI,Number of returns with total income,Total income amount,Avg total income,Number of returns with taxable income,Taxable income amount,Avg taxable income
MD,21787,4950,263569,53.24626263,4950,266205,53.77878788,4000,165253,41.31325
MD,21788,5790,349366,60.33955095,5790,352558,60.89084629,4810,230663,47.95488565
MD,21791,2440,142550,58.42213115,2440,144848,59.36393443,2010,91775,45.65920398
MD,21793,4980,327288,65.72048193,4980,331020,66.46987952,4090,216606,52.9599022
MD,21794,1130,156709,138.680531,1130,159092,140.7893805,970,117790,121.4329897
MD,21795,4610,251149,54.4791757,4610,253575,55.00542299,3690,163309,44.25718157
MD,21797,4330,485923,112.2224018,4330,494676,114.2438799,3620,355111,98.09696133
MD,21798,1180,80840,68.50847458,1180,81965,69.46186441,970,53666,55.3257732
MD,21801,12390,662611,53.4794996,12390,671547,54.20072639,8810,425950,48.34846765
MD,21804,17150,743854,43.37341108,17150,751835,43.83877551,12380,452502,36.55105008
MD,21811,11450,675404,58.98724891,11450,686709,59.97458515,8980,446000,49.66592428
MD,21813,1450,88413,60.97448276,1450,90482,62.40137931,1130,59131,52.32831858
MD,21814,170,6311,37.12352941,170,6392,37.6,120,3689,30.74166667
MD,21817,2030,77140,38,2030,78012,38.42955665,1380,41910,30.36956522
MD,21821,410,17037,41.55365854,410,17392,42.4195122,280,9984,35.65714286
MD,21822,1270,66611,52.4496063,1270,67450,53.11023622,980,42444,43.31020408
MD,21826,2240,93474,41.72946429,2240,94576,42.22142857,1620,54397,33.57839506
MD,21829,260,9597,36.91153846,260,9729,37.41923077,190,5521,29.05789474
MD,21830,1900,105907,55.74052632,1900,107156,56.39789474,1560,67536,43.29230769
MD,21835,200,8016,40.08,200,8112,40.56,150,4573,30.48666667
MD,21837,1170,51311,43.85555556,1170,51837,44.30512821,860,30555,35.52906977
MD,21838,810,34138,42.14567901,810,34630,42.75308642,570,19665,34.5
MD,21840,210,9577,45.6047619,210,9684,46.11428571,160,6084,38.025
MD,21841,420,20689,49.25952381,420,21107,50.2547619,340,13253,38.97941176
MD,21842,6420,366613,57.10482866,6420,373184,58.12834891,4830,243933,50.50372671
MD,21849,1570,71028,45.24076433,1570,71936,45.81910828,1200,43710,36.425
MD,21850,1410,58258,41.3177305,1410,58902,41.77446809,1070,33827,31.61401869
MD,21851,3300,143253,43.41,3300,144989,43.93606061,2380,86795,36.46848739
MD,21853,3660,139494,38.11311475,3660,141293,38.60464481,2460,78716,31.99837398
MD,21856,410,22869,55.77804878,410,23134,56.42439024,310,14796,47.72903226
MD,21863,2340,112242,47.96666667,2340,113894,48.67264957,1750,71261,40.72057143
MD,21864,310,14183,45.7516129,310,14378,46.38064516,230,9209,40.03913043
MD,21865,210,10429,49.66190476,210,10565,50.30952381,170,6366,37.44705882
MD,21869,400,17867,44.6675,400,18143,45.3575,290,10546,36.36551724
MD,21871,800,35353,44.19125,800,36128,45.16,600,20992,34.98666667
MD,21872,380,16657,43.83421053,380,16274,42.82631579,290,9789,33.75517241
MD,21874,1070,44682,41.7588785,1070,45137,42.18411215,800,25505,31.88125
MD,21875,3020,141128,46.73112583,3020,142645,47.23344371,2310,86788,37.57056277
MD,21901,7750,459836,59.33367742,7750,464672,59.95767742,6250,298436,47.74976
MD,21903,2730,157822,57.81025641,2730,158874,58.1956044,2220,103279,46.52207207
MD,21904,3150,192986,61.26539683,3150,194680,61.8031746,2550,127435,49.9745098
MD,21911,5000,277730,55.546,5000,280393,56.0786,4030,175550,43.56079404
MD,21912,530,37537,70.8245283,530,38154,71.98867925,390,25289,64.84358974
MD,21915,1510,117779,77.99933775,1510,119521,79.15298013,1210,84724,70.01983471
MD,21917,1190,72187,60.66134454,1190,72777,61.15714286,970,47508,48.97731959
MD,21918,2030,112574,55.45517241,2030,113397,55.86059113,1670,72190,43.22754491
MD,21919,1360,81639,60.02867647,1360,82749,60.84485294,1090,53567,49.1440367
MD,21921,19210,1104261,57.48365435,19210,1114325,58.00754815,15060,720474,47.84023904
MA,01001,8780,471936,53.75125285,8780,477601,54.39646925,7180,320985,44.70543175
MA,01002,9570,744429,77.78777429,9570,762298,79.65496343,7690,543011,70.61261378
MA,01005,2230,127991,57.39506726,2230,129645,58.1367713,1880,85298,45.3712766
MA,01007,7300,481692,65.98520548,7300,489020,66.9890411,6110,336433,55.06268412
MA,01008,640,38311,59.8609375,640,38867,60.7296875,540,26206,48.52962963
MA,01010,1890,130288,68.93544974,1890,132147,69.91904762,1570,92483,58.90636943
MA,01011,630,31674,50.27619048,630,32145,51.02380952,490,20946,42.74693878
MA,01012,360,21403,59.45277778,360,21960,61,290,14977,51.64482759
MA,01013,10240,394974,38.57167969,10240,398060,38.87304688,7620,241093,31.63950131
MA,01020,14970,668041,44.6253173,14970,673837,45.01249165,11910,432222,36.2906801
MA,01022,1170,51783,44.25897436,1170,52138,44.56239316,970,34557,35.6257732
MA,01026,530,26260,49.54716981,530,27217,51.35283019,410,17238,42.04390244
MA,01027,9610,519640,54.07284079,9610,527831,54.9251821,8020,354744,44.23241895
MA,01028,8040,639897,79.5891791,8040,651058,80.97736318,6640,465968,70.17590361
MA,01030,6080,355098,58.40427632,6080,359316,59.09802632,4950,242827,49.0559596
MA,01031,530,22405,42.27358491,530,22588,42.61886792,410,13785,33.62195122
MA,01032,270,13333,49.38148148,270,13658,50.58518519,220,8792,39.96363636
MA,01033,3260,197061,60.44815951,3260,199866,61.30858896,2760,135536,49.10724638
MA,01034,1000,63261,63.261,1000,64160,64.16,830,44051,53.07349398
MA,01035,2660,167147,62.83721805,2660,170127,63.9575188,2170,118530,54.62211982
MA,01036,2610,199757,76.53524904,2610,203259,77.87701149,2150,144927,67.40790698
MA,01038,1320,86066,65.20151515,1320,87716,66.45151515,1110,61305,55.22972973
MA,01039,780,53011,67.96282051,780,54391,69.73205128,640,38100,59.53125
MA,01040,15890,650038,40.90862177,15890,658257,41.42586532,11500,405904,35.296
MA,01050,1260,67455,53.53571429,1260,68364,54.25714286,1020,44922,44.04117647
MA,01053,890,57628,64.7505618,890,59095,66.3988764,740,40588,54.84864865
MA,01054,960,76011,79.178125,960,77970,81.21875,810,55120,68.04938272
MA,01056,10280,580669,56.48531128,10280,587629,57.16235409,8350,398595,47.73592814
MA,01057,4170,246000,58.99280576,4170,249583,59.85203837,3440,168316,48.92906977
MA,01060,7220,462515,64.06024931,7220,474440,65.71191136,5970,337447,56.52378559
MA,01062,5660,398694,70.44063604,5660,408062,72.09575972,4640,287771,62.01961207
MA,01068,970,61089,62.97835052,970,61942,63.85773196,810,42309,52.23333333
MA,01069,4120,217675,52.83373786,4120,220512,53.5223301,3380,146203,43.25532544
MA,01070,310,13910,44.87096774,310,14327,46.21612903,250,8647,34.588
MA,01071,790,43449,54.99873418,790,43964,55.65063291,630,28728,45.6
MA,01072,770,45288,58.81558442,770,46323,60.15974026,630,30508,48.42539683
MA,01073,3180,232962,73.25849057,3180,236928,74.50566038,2700,169221,62.67444444
MA,01075,8390,541672,64.56162098,8390,549545,65.5,6990,383947,54.92804006
MA,01077,4950,334037,67.48222222,4950,339698,68.62585859,4070,237107,58.25724816
MA,01080,1160,45639,39.34396552,1160,46095,39.73706897,910,28178,30.96483516
MA,01081,860,42286,49.16976744,860,42670,49.61627907,700,27681,39.54428571
MA,01082,4900,239894,48.95795918,4900,242569,49.50387755,3940,156714,39.7751269
MA,01085,18820,1120352,59.52986185,18820,1135844,60.35302869,15240,775779,50.90413386
MA,01088,300,17812,59.37333333,300,18098,60.32666667,260,12732,48.96923077
MA,01089,13880,767873,55.32226225,13880,777930,56.04682997,10960,514532,46.94635036
MA,01095,7210,642707,89.14105409,7210,654306,90.74979196,6010,477041,79.37454243
MA,01096,1320,86226,65.32272727,1320,88378,66.9530303,1080,60817,56.31203704
MA,01098,620,39187,63.20483871,620,39947,64.43064516,510,27322,53.57254902
MA,01103,1010,32908,32.58217822,1010,33507,33.17524752,690,19725,28.58695652
MA,01104,9780,316929,32.40582822,9780,319006,32.61820041,6800,173249,25.47779412
MA,01105,3760,81629,21.70984043,3760,82322,21.89414894,1900,35114,18.48105263
MA,01106,7690,1125477,146.3559168,7690,1148968,149.4106632,6470,897763,138.7578053
MA,01107,3790,111878,29.51926121,3790,112898,29.7883905,2250,56948,25.31022222
MA,01108,10830,377839,34.88818098,10830,381949,35.26768236,7100,216705,30.52183099
MA,01109,11290,329786,29.21045173,11290,332186,29.42302923,7110,169292,23.81040788
MA,01118,7060,347086,49.16232295,7060,350703,49.67464589,5660,226909,40.08992933
MA,01119,5920,243534,41.1375,5920,245412,41.45472973,4470,147428,32.98165548
MA,01128,1460,78203,53.56369863,1460,79064,54.15342466,1210,52304,43.22644628
MA,01129,3600,170341,47.31694444,3600,171887,47.74638889,2880,110457,38.353125
MA,01151,3810,119395,31.33727034,3810,120178,31.54278215,2570,64282,25.01245136
MA,01201,22050,1089579,49.41401361,22050,1104177,50.07605442,16930,726954,42.93880685
MA,01220,4240,184494,43.51273585,4240,186771,44.04976415,3270,118611,36.27247706
MA,01222,430,17369,40.39302326,430,17844,41.49767442,320,10534,32.91875
MA,01223,1140,63200,55.43859649,1140,64397,56.48859649,900,43339,48.15444444
MA,01224,110,4332,39.38181818,110,4368,39.70909091,80,2806,35.075
MA,01225,1710,90804,53.10175439,1710,91975,53.78654971,1410,61506,43.6212766
MA,01226,3350,198307,59.1961194,3350,201437,60.13044776,2660,137118,51.5481203
MA,01230,3780,260330,68.87037037,3780,267977,70.89338624,2900,179572,61.92137931
MA,01235,1430,76922,53.79160839,1430,77962,54.51888112,1170,51375,43.91025641
MA,01236,870,47226,54.28275862,870,48664,55.93563218,680,31599,46.46911765
MA,01237,1500,85946,57.29733333,1500,87650,58.43333333,1230,58314,47.4097561
MA,01238,3050,155424,50.95868852,3050,158063,51.82393443,2360,103005,43.64618644
MA,01240,2540,206410,81.26377953,2540,210919,83.03897638,2010,147316,73.29154229
MA,01245,420,27233,64.84047619,420,28145,67.01190476,340,18864,55.48235294
MA,01247,6760,269720,39.89940828,6760,272815,40.35724852,5020,166909,33.24880478
MA,01253,450,27979,62.17555556,450,28617,63.59333333,350,19445,55.55714286
MA,01254,620,84673,136.5693548,620,86586,139.6548387,500,68095,136.19
MA,01255,340,18085,53.19117647,340,18521,54.47352941,260,12925,49.71153846
MA,01256,330,15955,48.34848485,330,16081,48.73030303,270,10520,38.96296296
MA,01257,1180,80387,68.12457627,1180,82518,69.93050847,940,54472,57.94893617
MA,01258,370,29878,80.75135135,370,30897,83.50540541,300,21683,72.27666667
MA,01259,230,15313,66.57826087,230,15762,68.53043478,180,10756,59.75555556
MA,01266,720,56117,77.94027778,720,58160,80.77777778,580,39745,68.52586207
MA,01267,2860,257491,90.03181818,2860,263498,92.13216783,2340,189395,80.93803419
MA,01270,380,24453,64.35,380,24818,65.31052632,310,17081,55.1
MA,01301,8360,391071,46.77882775,8360,398144,47.62488038,6480,256903,39.64552469
MA,01330,790,49357,62.47721519,790,50608,64.06075949,620,34914,56.31290323
MA,01331,6020,269649,44.79219269,6020,272328,45.2372093,4770,170123,35.66519916
MA,01337,1340,73987,55.2141791,1340,75808,56.57313433,1080,49264,45.61481481
MA,01338,130,6269,48.22307692,130,6376,49.04615385,100,3767,37.67
MA,01339,710,33234,46.8084507,710,34024,47.92112676,580,22148,38.1862069
MA,01340,900,46459,51.62111111,900,47378,52.64222222,730,31124,42.63561644
MA,01341,840,67540,80.4047619,840,69221,82.40595238,700,49570,70.81428571
MA,01342,670,49289,73.56567164,670,50310,75.08955224,570,34996,61.39649123
MA,01344,730,34378,47.09315068,730,34806,47.67945205,590,22049,37.37118644
MA,01346,180,8406,46.7,180,8625,47.91666667,140,5230,37.35714286
MA,01349,400,17021,42.5525,400,17267,43.1675,310,10712,34.55483871
MA,01351,1250,70754,56.6032,1250,72103,57.6824,1020,48561,47.60882353
MA,01354,800,44217,55.27125,800,45099,56.37375,670,30027,44.81641791
MA,01355,470,25389,54.01914894,470,25864,55.02978723,370,16836,45.5027027
MA,01360,1480,84802,57.29864865,1480,86232,58.26486486,1200,57732,48.11
MA,01364,3250,141583,43.564,3250,143141,44.04338462,2490,88563,35.56746988
MA,01366,610,37075,60.77868852,610,37893,62.11967213,510,25089,49.19411765
MA,01367,240,10764,44.85,240,10939,45.57916667,180,6675,37.08333333
MA,01368,580,31820,54.86206897,580,32397,55.85689655,460,21563,46.87608696
MA,01370,2040,104810,51.37745098,2040,107580,52.73529412,1590,70116,44.09811321
MA,01373,2300,151383,65.81869565,2300,154273,67.07521739,1930,108907,56.42849741
MA,01375,1780,97877,54.98707865,1780,99960,56.15730337,1460,68231,46.73356164
MA,01376,2490,97813,39.28232932,2490,98977,39.7497992,1910,60608,31.73193717
MA,01378,360,16759,46.55277778,360,17078,47.43888889,280,10697,38.20357143
MA,01379,410,18706,45.62439024,410,18945,46.20731707,330,12518,37.93333333
MA,01420,17200,742942,43.19430233,17200,750077,43.60912791,12920,463119,35.84512384
MA,01430,2900,185273,63.88724138,2900,187743,64.73896552,2410,126401,52.44854772
MA,01431,1550,95382,61.53677419,1550,97064,62.62193548,1280,65586,51.2390625
MA,01432,4080,246385,60.38848039,4080,249375,61.12132353,3420,172208,50.35321637
MA,01434,200,13101,65.505,200,13300,66.5,160,9116,56.975
MA,01436,1390,64642,46.50503597,1390,65288,46.96978417,1080,41437,38.36759259
MA,01440,9100,416636,45.78417582,9100,421055,46.26978022,7120,269045,37.7872191
MA,01450,5070,653042,128.8051282,5070,667429,131.6428008,4200,497268,118.3971429
MA,01451,2480,386670,155.9153226,2480,394552,159.0935484,2100,299647,142.6890476
MA,01452,2160,151103,69.95509259,2160,152927,70.79953704,1820,107408,59.01538462
MA,01453,20770,1111975,53.53755416,20770,1125725,54.19956668,16340,746727,45.69932681
MA,01460,4480,431246,96.26026786,4480,437770,97.71651786,3760,321322,85.45797872
MA,01462,5460,393762,72.11758242,5460,399923,73.2459707,4500,280723,62.38288889
MA,01463,5820,422258,72.55292096,5820,428134,73.56254296,4810,302319,62.85218295
MA,01464,2920,194572,66.63424658,2920,196897,67.43047945,2430,136012,55.97201646
MA,01468,2060,117473,57.02572816,2060,118692,57.61747573,1700,79013,46.47823529
MA,01469,3530,226429,64.14419263,3530,229195,64.92776204,2910,158244,54.37938144
MA,01473,3920,285322,72.78622449,3920,289791,73.92627551,3220,205382,63.78322981
MA,01474,990,65690,66.35353535,990,66715,67.38888889,830,45994,55.41445783
MA,01475,4460,223610,50.1367713,4460,225724,50.61076233,3580,145629,40.67849162
MA,01501,8460,540353,63.871513,8460,546607,64.6107565,6960,379061,54.46278736
MA,01503,1560,147566,94.59358974,1560,149930,96.10897436,1310,112010,85.50381679
MA,01504,4540,264517,58.26365639,4540,267108,58.83436123,3770,178605,47.37533156
MA,01505,2320,232476,100.2051724,2320,236613,101.9883621,1980,177450,89.62121212
MA,01506,1630,90681,55.63251534,1630,91611,56.20306748,1340,60146,44.88507463
MA,01507,6190,433399,70.01599354,6190,438780,70.88529887,5110,307469,60.17005871
MA,01510,7430,393490,52.95962315,7430,397163,53.45397039,6070,266656,43.93014827
MA,01515,1090,65339,59.9440367,1090,66154,60.69174312,890,44888,50.43595506
MA,01516,4180,295991,70.81124402,4180,299589,71.67200957,3520,205904,58.49545455
MA,01518,1480,121566,82.13918919,1480,123033,83.13040541,1230,87886,71.45203252
MA,01519,3370,349368,103.6700297,3370,354182,105.0985163,2900,268132,92.45931034
MA,01520,7420,620672,83.64851752,7420,629736,84.87008086,6280,451971,71.96990446
MA,01521,1170,72689,62.12735043,1170,73632,62.93333333,990,50326,50.83434343
MA,01522,1730,127050,73.43930636,1730,129096,74.62196532,1440,91413,63.48125
MA,01523,2940,246439,83.82278912,2940,250376,85.16190476,2430,179239,73.76090535
MA,01524,3320,198157,59.68584337,3320,200331,60.34066265,2760,135445,49.07427536
MA,01527,6870,419131,61.00887918,6870,423726,61.67772926,5710,292027,51.14308231
MA,01529,1570,96221,61.28726115,1570,97252,61.94394904,1290,64819,50.24728682
MA,01531,490,29364,59.92653061,490,29874,60.96734694,400,19979,49.9475
MA,01532,7660,770563,100.5956919,7660,783818,102.3261097,6430,584261,90.86485226
MA,01534,2870,212796,74.14494774,2870,215023,74.92090592,2410,152361,63.22033195
MA,01535,2300,122209,53.13434783,2300,123585,53.7326087,1900,81491,42.89
MA,01536,3560,327457,91.98230337,3560,331684,93.16966292,3030,247711,81.75280528
MA,01537,1170,62971,53.82136752,1170,63528,54.2974359,970,43047,44.37835052
MA,01540,5630,319040,56.6678508,5630,322394,57.26358792,4630,215953,46.64211663
MA,01541,1770,180928,102.219209,1770,184522,104.2497175,1480,137524,92.92162162
MA,01542,1120,65464,58.45,1120,66179,59.08839286,940,45164,48.04680851
MA,01543,3940,292982,74.36091371,3940,296455,75.24238579,3300,207131,62.7669697
MA,01545,17480,1810612,103.5819222,17480,1840547,105.2944508,14710,1401931,95.30462271
MA,01550,7920,324561,40.97992424,7920,327997,41.41376263,5830,199994,34.30428816
MA,01560,2080,158363,76.13605769,2080,159837,76.84471154,1750,114002,65.144
MA,01562,5650,305863,54.13504425,5650,309594,54.79539823,4620,205423,44.46385281
MA,01564,3900,343187,87.99666667,3900,348979,89.48179487,3280,255573,77.91859756
MA,01566,3400,268201,78.88264706,3400,272053,80.01558824,2810,194481,69.21032028
MA,01568,3590,351879,98.01643454,3590,357215,99.50278552,2950,265072,89.85491525
MA,01569,6570,457864,69.69010654,6570,463676,70.57473364,5460,321653,58.91080586
MA,01570,8240,420202,50.99538835,8240,425001,51.57779126,6480,281806,43.48858025
MA,01571,5320,309055,58.09304511,5320,312146,58.67406015,4370,212077,48.53020595
MA,01581,9340,1008351,107.9604925,9340,1023452,109.5773019,7870,776231,98.63163914
MA,01583,3610,260411,72.13601108,3610,263839,73.08559557,3020,187237,61.99900662
MA,01585,2090,123465,59.07416268,2090,125921,60.2492823,1670,85277,51.06407186
MA,01588,4830,296076,61.29937888,4830,299548,62.01821946,3880,203169,52.36314433
MA,01590,4320,428458,99.18009259,4320,434127,100.4923611,3590,326033,90.81699164
MA,01602,11020,617270,56.01361162,11020,625760,56.78402904,9010,418953,46.49866815
MA,01603,9320,354919,38.08143777,9320,358115,38.42435622,6860,207487,30.24591837
MA,01604,17620,778217,44.16668558,17620,785603,44.58586833,13730,499305,36.36598689
MA,01605,11560,475024,41.09204152,11560,479944,41.51764706,8360,287928,34.44114833
MA,01606,10310,550654,53.40969932,10310,556638,53.99010669,8610,369880,42.95934959
MA,01607,4020,155647,38.7181592,4020,157067,39.07139303,3040,91953,30.24769737
MA,01608,1610,76516,47.52546584,1610,77899,48.38447205,1000,49471,49.471
MA,01609,7170,516037,71.97168759,7170,524802,73.19414226,5400,375803,69.59314815
